"filename", "language", "Docker", "Markdown", "Doxyfile", "C++", "JSON", "Go", "Shell Script", "Makefile", "comment", "blank", "total"
"e:\BaiduSyncdisk\OCI\include\logrus\logrus.h", "C++", 0, 0, 0, 39, 0, 0, 0, 0, 22, 5, 66
"e:\BaiduSyncdisk\OCI\include\logrus\text_formatter.h", "C++", 0, 0, 0, 34, 0, 0, 0, 0, 2, 2, 38
"e:\BaiduSyncdisk\OCI\include\main\build.h", "C++", 0, 0, 0, 27, 0, 0, 0, 0, 15, 2, 44
"e:\BaiduSyncdisk\OCI\include\main\config.h", "C++", 0, 0, 0, 23, 0, 0, 0, 0, 15, 1, 39
"e:\BaiduSyncdisk\OCI\include\main\images.h", "C++", 0, 0, 0, 15, 0, 0, 0, 0, 16, 1, 32
"e:\BaiduSyncdisk\OCI\include\main\info.h", "C++", 0, 0, 0, 11, 0, 0, 0, 0, 10, 1, 22
"e:\BaiduSyncdisk\OCI\include\main\inspect.h", "C++", 0, 0, 0, 11, 0, 0, 0, 0, 10, 1, 22
"e:\BaiduSyncdisk\OCI\include\main\login.h", "C++", 0, 0, 0, 17, 0, 0, 0, 0, 15, 1, 33
"e:\BaiduSyncdisk\OCI\include\main\logout.h", "C++", 0, 0, 0, 15, 0, 0, 0, 0, 16, 3, 34
"e:\BaiduSyncdisk\OCI\include\main\pull.h", "C++", 0, 0, 0, 15, 0, 0, 0, 0, 15, 1, 31
"e:\BaiduSyncdisk\OCI\include\main\push.h", "C++", 0, 0, 0, 15, 0, 0, 0, 0, 15, 1, 31
"e:\BaiduSyncdisk\OCI\include\main\rmi.h", "C++", 0, 0, 0, 11, 0, 0, 0, 0, 10, 1, 22
"e:\BaiduSyncdisk\OCI\include\main\root.h", "C++", 0, 0, 0, 24, 0, 0, 0, 0, 22, 4, 50
"e:\BaiduSyncdisk\OCI\include\main\tag.h", "C++", 0, 0, 0, 11, 0, 0, 0, 0, 10, 1, 22
"e:\BaiduSyncdisk\OCI\include\main\version.h", "C++", 0, 0, 0, 15, 0, 0, 0, 0, 15, 1, 31
"e:\BaiduSyncdisk\OCI\include\manifest\docker_schema2.h", "C++", 0, 0, 0, 52, 0, 0, 0, 0, 10, 6, 68
"e:\BaiduSyncdisk\OCI\include\manifest\manifest.h", "C++", 0, 0, 0, 15, 0, 0, 0, 0, 0, 4, 19
"e:\BaiduSyncdisk\OCI\include\multierror\group.h", "C++", 0, 0, 0, 44, 0, 0, 0, 0, 1, 7, 52
"e:\BaiduSyncdisk\OCI\include\parse\buildkitparser.h", "C++", 0, 0, 0, 16, 0, 0, 0, 0, 0, 1, 17
"e:\BaiduSyncdisk\OCI\include\parse\dockerfileparse.h", "C++", 0, 0, 0, 88, 0, 0, 0, 0, 1, 13, 102
"e:\BaiduSyncdisk\OCI\include\parse\line_parsers.h", "C++", 0, 0, 0, 23, 0, 0, 0, 0, 0, 1, 24
"e:\BaiduSyncdisk\OCI\include\parse\parse.h", "C++", 0, 0, 0, 25, 0, 0, 0, 0, 1, 2, 28
"e:\BaiduSyncdisk\OCI\include\parse\split_command.h", "C++", 0, 0, 0, 11, 0, 0, 0, 0, 0, 2, 13
"e:\BaiduSyncdisk\OCI\include\pflag\value.h", "C++", 0, 0, 0, 88, 0, 0, 0, 0, 42, 2, 132
"e:\BaiduSyncdisk\OCI\include\platforms\default_unix.h", "C++", 0, 0, 0, 40, 0, 0, 0, 0, 2, 6, 48
"e:\BaiduSyncdisk\OCI\include\reference\container.h", "C++", 0, 0, 0, 10, 0, 0, 0, 0, 75, 6, 91
"e:\BaiduSyncdisk\OCI\include\reference\normalize.h", "C++", 0, 0, 0, 9, 0, 0, 0, 0, 0, 3, 12
"e:\BaiduSyncdisk\OCI\include\reference\reference.h", "C++", 0, 0, 0, 88, 0, 0, 0, 0, 2, 6, 96
"e:\BaiduSyncdisk\OCI\include\reference\regexp.h", "C++", 0, 0, 0, 13, 0, 0, 0, 0, 0, 3, 16
"e:\BaiduSyncdisk\OCI\include\reference\types.h", "C++", 0, 0, 0, 96, 0, 0, 0, 0, 23, 21, 140
"e:\BaiduSyncdisk\OCI\include\regexp\regexp.h", "C++", 0, 0, 0, 45, 0, 0, 0, 0, 0, 1, 46
"e:\BaiduSyncdisk\OCI\include\runtime_spec\config.h", "C++", 0, 0, 0, 7, 0, 0, 0, 0, 0, 4, 11
"e:\BaiduSyncdisk\OCI\include\runtime_spec\runtime2.h", "C++", 0, 0, 0, 31, 0, 0, 0, 0, 3, 7, 41
"e:\BaiduSyncdisk\OCI\include\runtime_spec\symtab.h", "C++", 0, 0, 0, 123, 0, 0, 0, 0, 14, 39, 176
"e:\BaiduSyncdisk\OCI\include\runtime_spec\type.h", "C++", 0, 0, 0, 36, 0, 0, 0, 0, 2, 8, 46
"e:\BaiduSyncdisk\OCI\include\rusage\rusage.h", "C++", 0, 0, 0, 56, 0, 0, 0, 0, 10, 3, 69
"e:\BaiduSyncdisk\OCI\include\rusage\rusage_unix.h", "C++", 0, 0, 0, 59, 0, 0, 0, 0, 12, 9, 80
"e:\BaiduSyncdisk\OCI\include\selinux\selinux.h", "C++", 0, 0, 0, 5, 0, 0, 0, 0, 0, 2, 7
"e:\BaiduSyncdisk\OCI\include\selinux\selinux_linux.h", "C++", 0, 0, 0, 23, 0, 0, 0, 0, 7, 9, 39
"e:\BaiduSyncdisk\OCI\include\semaphore\semaphore.h", "C++", 0, 0, 0, 35, 0, 0, 0, 0, 2, 4, 41
"e:\BaiduSyncdisk\OCI\include\shell\lex.h", "C++", 0, 0, 0, 58, 0, 0, 0, 0, 2, 10, 70
"e:\BaiduSyncdisk\OCI\include\signature\policy_config.h", "C++", 0, 0, 0, 18, 0, 0, 0, 0, 0, 5, 23
"e:\BaiduSyncdisk\OCI\include\signature\policy_eval.h", "C++", 0, 0, 0, 25, 0, 0, 0, 0, 0, 4, 29
"e:\BaiduSyncdisk\OCI\include\signature\policy_types.h", "C++", 0, 0, 0, 22, 0, 0, 0, 0, 0, 4, 26
"e:\BaiduSyncdisk\OCI\include\signer\signer.h", "C++", 0, 0, 0, 13, 0, 0, 0, 0, 0, 3, 16
"e:\BaiduSyncdisk\OCI\include\specs\specs.h", "C++", 0, 0, 0, 34, 0, 0, 0, 0, 25, 4, 63
"e:\BaiduSyncdisk\OCI\include\sshagent\sshagent.h", "C++", 0, 0, 0, 14, 0, 0, 0, 0, 1, 3, 18
"e:\BaiduSyncdisk\OCI\include\storage\images.h", "C++", 0, 0, 0, 30, 0, 0, 0, 0, 16, 16, 62
"e:\BaiduSyncdisk\OCI\include\storage\layers.h", "C++", 0, 0, 0, 16, 0, 0, 0, 0, 0, 3, 19
"e:\BaiduSyncdisk\OCI\include\storage\storage.h", "C++", 0, 0, 0, 400, 0, 0, 0, 0, 165, 95, 660
"e:\BaiduSyncdisk\OCI\include\storage\storage_reference.h", "C++", 0, 0, 0, 19, 0, 0, 0, 0, 0, 2, 21
"e:\BaiduSyncdisk\OCI\include\storage\storage_transport.h", "C++", 0, 0, 0, 26, 0, 0, 0, 0, 3, 5, 34
"e:\BaiduSyncdisk\OCI\include\strslice\strslice.h", "C++", 0, 0, 0, 10, 0, 0, 0, 0, 0, 3, 13
"e:\BaiduSyncdisk\OCI\include\sync\cond.h", "C++", 0, 0, 0, 13, 0, 0, 0, 0, 4, 3, 20
"e:\BaiduSyncdisk\OCI\include\sync\mutex.h", "C++", 0, 0, 0, 14, 0, 0, 0, 0, 16, 5, 35
"e:\BaiduSyncdisk\OCI\include\sync\once.h", "C++", 0, 0, 0, 9, 0, 0, 0, 0, 0, 2, 11
"e:\BaiduSyncdisk\OCI\include\sync\pool.h", "C++", 0, 0, 0, 40, 0, 0, 0, 0, 6, 14, 60
"e:\BaiduSyncdisk\OCI\include\system\lcow_unix.h", "C++", 0, 0, 0, 16, 0, 0, 0, 0, 4, 1, 21
"e:\BaiduSyncdisk\OCI\include\toml\decode.h", "C++", 0, 0, 0, 3, 0, 0, 0, 0, 0, 4, 7
"e:\BaiduSyncdisk\OCI\include\transports\transports.h", "C++", 0, 0, 0, 22, 0, 0, 0, 0, 0, 2, 24
"e:\BaiduSyncdisk\OCI\include\types\network.h", "C++", 0, 0, 0, 32, 0, 0, 0, 0, 18, 15, 65
"e:\BaiduSyncdisk\OCI\include\types\options.h", "C++", 0, 0, 0, 62, 0, 0, 0, 0, 37, 2, 101
"e:\BaiduSyncdisk\OCI\include\types\types.h", "C++", 0, 0, 0, 56, 0, 0, 0, 0, 21, 21, 98
"e:\BaiduSyncdisk\OCI\include\unshare\unshare.h", "C++", 0, 0, 0, 13, 0, 0, 0, 0, 0, 3, 16
"e:\BaiduSyncdisk\OCI\include\unshare\unshare_linux.h", "C++", 0, 0, 0, 8, 0, 0, 0, 0, 0, 2, 10
"e:\BaiduSyncdisk\OCI\include\util\util.h", "C++", 0, 0, 0, 18, 0, 0, 0, 0, 0, 7, 25
"e:\BaiduSyncdisk\OCI\include\v1\config.h", "C++", 0, 0, 0, 47, 0, 0, 0, 0, 24, 15, 86
"e:\BaiduSyncdisk\OCI\include\v1\descriptor.h", "C++", 0, 0, 0, 36, 0, 0, 0, 0, 0, 3, 39
"e:\BaiduSyncdisk\OCI\include\v1\mediatype.h", "C++", 0, 0, 0, 15, 0, 0, 0, 0, 11, 11, 37
"e:\BaiduSyncdisk\OCI\test.cpp", "C++", 0, 0, 0, 22, 0, 0, 0, 0, 13, 14, 49
"Total", "-", 2, 14, 358, 16661, 13, 10, 1, 48, 7432, 3307, 27846
